abaissement;S;TR-FR-EN;descent;S;
abaissement;S;TR-FR-EN;destruction;S;
abaissement;S;TR-FR-EN;deterioration;S;
abaissement;S;TR-FR-EN;diminishment;S;
abaissement;S;TR-FR-EN;dip;S;
abaissement;S;TR-FR-EN;disrating;S;
abaissement;S;TR-FR-EN;dropping;S;
abaissement;S;TR-FR-EN;failure;S;
abaissement;S;TR-FR-EN;fall;S;
abaissement;S;TR-FR-EN;humiliation;S;
abaissement;S;TR-FR-EN;lowering;S;
abaissement;S;TR-FR-EN;prolapse;S;
abaissement;S;TR-FR-EN;pulling down;S;
abaissement;S;TR-FR-EN;reduction;S;
abaissement;S;TR-FR-EN;reduction to the ranks;S;
abaissement;S;TR-FR-EN;relegation;S;
abaissement;S;TR-FR-EN;retrenchment;S;
abaissement;S;TR-FR-EN;ruin;S;
abaissement;S;TR-FR-EN;sinking;S;
abaissement;S;TR-FR-EN;subsidence;S;
abaisser;V;TR-FR-EN;abase;V;
abaisser;V;TR-FR-EN;bring down;V;
abaisser;V;TR-FR-EN;debase;V;
abaisser;V;TR-FR-EN;degrade;V;
abaisser;V;TR-FR-EN;humble;V;
abaisser;V;TR-FR-EN;let down;V;
abaisser;V;TR-FR-EN;lower;V;
abaisser;V;TR-FR-EN;pull down;V;
abaisser;V;TR-FR-EN;put down;V;
abaisser;V;TR-FR-EN;reduce;V;
abaisser;V;TR-FR-EN;roll out;V;
abaisse;S;TR-FR-EN;undercrust;S;
abaisseur;J;TR-FR-EN;step-down;J;
abaisseur;S;TR-FR-EN;depressor;S;
abait;S;TR-FR-EN;bait;S;
abajoue;S;TR-FR-EN;cheek pouch;S;
abaknon;S;TR-FR-EN;Abaknon;S;
abalone;S;TR-FR-EN;abalone;S;
abamectine;S;TR-FR-EN;abamectin;S;
abandonner;V;TR-FR-EN;abandon;V;
abandonner;V;TR-FR-EN;accommodate;V;
abandonner;V;TR-FR-EN;assign;V;
abandonner;V;TR-FR-EN;cede;V;
abandonner;V;TR-FR-EN;desert;V;
abandonner;V;TR-FR-EN;fail;V;
abandonner;V;TR-FR-EN;forgo;V;
abandonner;V;TR-FR-EN;forsake;V;
abandonner;V;TR-FR-EN;give up;V;
abandonner;V;TR-FR-EN;give way;V;
abandonner;V;TR-FR-EN;grant;V;
abandonner;V;TR-FR-EN;leave;V;
abandonner;V;TR-FR-EN;let oneself go;V;
abandonner;V;TR-FR-EN;open up;V;
abandonner;V;TR-FR-EN;quit;V;
abandonner;V;TR-FR-EN;relinquish;V;
abandonner;V;TR-FR-EN;renounce;V;
abandonner;V;TR-FR-EN;resign;V;
abandonner;V;TR-FR-EN;retire;V;
abandonner;V;TR-FR-EN;surrender;V;
abandonner;V;TR-FR-EN;yield;V;
abandon;S;TR-FR-EN;abandonment;S;
abandon;S;TR-FR-EN;debt forgiveness;S;
abandon;S;TR-FR-EN;derelict;S;
abandon;S;TR-FR-EN;desertion;S;
abandon;S;TR-FR-EN;make over;S;
abandon;S;TR-FR-EN;neglect;S;
abandon;S;TR-FR-EN;renunciation;S;
abandon;S;TR-FR-EN;restraint;S;
abandon;S;TR-FR-EN;retirement;S;
abandon;S;TR-FR-EN;surrender;S;
abandon;S;TR-FR-EN;withdrawal;S;
abandon;S;TR-FR-EN;without;S;
abaque;S;TR-FR-EN;abacus;S;
abaque;S;TR-FR-EN;chart;S;
abaque;S;TR-FR-EN;counting frame;S;
abaque;S;TR-FR-EN;graph;S;
abaque;S;TR-FR-EN;scale;S;
abasie;S;TR-FR-EN;abasia;S;
abasourdi;J;TR-FR-EN;amazed;J;
abasourdi;J;TR-FR-EN;astonished;J;
abasourdi;J;TR-FR-EN;astounded;J;
abasourdi;J;TR-FR-EN;awed;J;
abasourdi;J;TR-FR-EN;bewildered;J;
abasourdi;J;TR-FR-EN;dumbfounded;J;
abasourdi;J;TR-FR-EN;overawed;J;
abasourdi;J;TR-FR-EN;overwhelmed;J;
abasourdi;J;TR-FR-EN;speechless;J;
abasourdi;J;TR-FR-EN;stupefied;J;
abasourdi;J;TR-FR-EN;surprised;J;
abasourdi;J;TR-FR-EN;thunderstruck;J;
abasourdissant;J;TR-FR-EN;astounding;J;
abasourdissant;J;TR-FR-EN;stunning;J;
abasourdissement;S;TR-FR-EN;bewilderment;S;
abasourdissement;S;TR-FR-EN;stupefaction;S;
abâtardir;V;TR-FR-EN;bastardize;V;
abâtardir;V;TR-FR-EN;degenerate;V;
abâtardissement;S;TR-FR-EN;debasement;S;
abâtardissement;S;TR-FR-EN;degeneracy;S;
abâtardissement;S;TR-FR-EN;degradation;S;
abâtardissement;S;TR-FR-EN;deterioration;S;
abâtardissement;S;TR-FR-EN;retrogression;S;
abat-jour;S;TR-FR-EN;awning;S;
abat-jour;S;TR-FR-EN;eye-shade;S;
abat-jour;S;TR-FR-EN;lamp-shade;S;
abat-jour;S;TR-FR-EN;lampshade;S;
abat-jour;S;TR-FR-EN;roof window;S;
abat-jour;S;TR-FR-EN;sun-blind;S;
abat-son;S;TR-FR-EN;abat-son;S;
abat;S;TR-FR-EN;giblets;S;
abat;S;TR-FR-EN;offal;S;
abat;S;TR-FR-EN;sudden shower;S;
abattage;S;TR-FR-EN;blowing up;S;
abattage;S;TR-FR-EN;careening;S;
abattage;S;TR-FR-EN;cutting down;S;
abattage;S;TR-FR-EN;dressing down;S;
abattage;S;TR-FR-EN;extracting;S;
abattage;S;TR-FR-EN;felling;S;
abattage;S;TR-FR-EN;killing;S;
abattage;S;TR-FR-EN;knocking down;S;
abattage;S;TR-FR-EN;pulling down;S;
abattage;S;TR-FR-EN;rating;S;
abattage;S;TR-FR-EN;slaughtering;S;
abattage;S;TR-FR-EN;slaughter;S;
abattant;S;TR-FR-EN;flap;S;
abattant;S;TR-FR-EN;stop;S;
abattant;S;TR-FR-EN;valve;S;
abattée;S;TR-FR-EN;lee lurch;S;
abattement;S;TR-FR-EN;abatement;S;
abattement;S;TR-FR-EN;alarm;S;
abattement;S;TR-FR-EN;apathy;S;
abattement;S;TR-FR-EN;consternation;S;
abattement;S;TR-FR-EN;deduction;S;
abattement;S;TR-FR-EN;dejection;S;
abattement;S;TR-FR-EN;demand;S;
abattement;S;TR-FR-EN;depression;S;
abattement;S;TR-FR-EN;dismay;S;
abattement;S;TR-FR-EN;exhaustion;S;
abattement;S;TR-FR-EN;fatigue;S;
abattement;S;TR-FR-EN;gloom;S;
abattement;S;TR-FR-EN;grief;S;
abattement;S;TR-FR-EN;indolence;S;
abattement;S;TR-FR-EN;lifelessness;S;
abattement;S;TR-FR-EN;melancholia;S;
abattement;S;TR-FR-EN;melancholy;S;
abattement;S;TR-FR-EN;sadness;S;
abattement;S;TR-FR-EN;sale;S;
abattement;S;TR-FR-EN;sorrow;S;
abattement;S;TR-FR-EN;subtraction;S;
abattement;S;TR-FR-EN;weakness;S;
abattement;S;TR-FR-EN;weariness;S;
abatteuse;S;TR-FR-EN;harvester;S;
abattoir;S;TR-FR-EN;abattoir;S;
abattoir;S;TR-FR-EN;slaughterhouse;S;
abattre;V;TR-FR-EN;bring down;V;
abattre;V;TR-FR-EN;dishearten;V;
abattre;V;TR-FR-EN;down;V;
abattre;V;TR-FR-EN;enfeeble;V;
abattre;V;TR-FR-EN;fell;V;
abattre;V;TR-FR-EN;put down;V;
abattre;V;TR-FR-EN;shoot dead;V;
abattre;V;TR-FR-EN;shoot down;V;
abattre;V;TR-FR-EN;slaughter;V;
abattre;V;TR-FR-EN;slay;V;
abattre;V;TR-FR-EN;take down;V;
abattre;V;TR-FR-EN;use up;V;
abau;S;TR-FR-EN;Abau;S;
abaxial;J;TR-FR-EN;abaxial;J;
abaya;S;TR-FR-EN;abaya;S;
abaza;S;TR-FR-EN;Abaza;S;
abbasside;J;TR-FR-EN;Abbassid;J;
abbatial;J;TR-FR-EN;abbatial;J;
abbaye;S;TR-FR-EN;abbey;S;
abbesse;S;TR-FR-EN;abbess;S;
abbé;S;TR-FR-EN;abbé;S;
abbé;S;TR-FR-EN;abbot;S;
abbé;S;TR-FR-EN;churchman;S;
abbé;S;TR-FR-EN;clergyman;S;
abbé;S;TR-FR-EN;cleric;S;
abbé;S;TR-FR-EN;minister;S;
abbé;S;TR-FR-EN;priest;S;
Abbeville;S;TR-FR-EN;Abbeville;S;
Abbevillien;S;TR-FR-EN;Abbevillian;S;
Abbottabad;S;TR-FR-EN;Abbottabad;S;
abcès;S;TR-FR-EN;abscess;S;
abc;S;TR-FR-EN;ABC;S;
abc;S;TR-FR-EN;basic;S;
abc;S;TR-FR-EN;element;S;
abc;S;TR-FR-EN;fundamental;S;
abc;S;TR-FR-EN;rudiment;S;
Abdallah;S;TR-FR-EN;Abdullah;S;
abdication;S;TR-FR-EN;abdication;S;
abdication;S;TR-FR-EN;disownment;S;
abdiquer;V;TR-FR-EN;abdicate;V;
abdiquer;V;TR-FR-EN;accommodate;V;
abdiquer;V;TR-FR-EN;assign;V;
abdiquer;V;TR-FR-EN;cede;V;
abdiquer;V;TR-FR-EN;drop;V;
abdiquer;V;TR-FR-EN;give way;V;
abdiquer;V;TR-FR-EN;grant;V;
abdiquer;V;TR-FR-EN;resign;V;
abdiquer;V;TR-FR-EN;submit;V;
abdiquer;V;TR-FR-EN;yield;V;
abdomen;S;TR-FR-EN;abdomen;S;
abdominal;J;TR-FR-EN;abdominal;J;
abdominoplastie;S;TR-FR-EN;abdominoplasty;S;
abdo;S;TR-FR-EN;abdominal;S;
abdo;S;TR-FR-EN;sit-up;S;
abducteur;J;TR-FR-EN;abducent;J;
abducteur;S;TR-FR-EN;abductor;S;
abduction;S;TR-FR-EN;abduction;S;
abeausir;V;TR-FR-EN;beautiful;V;
abeausir;V;TR-FR-EN;become;V;
abécédaire;S;TR-FR-EN;abecedarium;S;
abécédaire;S;TR-FR-EN;primer;S;
abécédaire;S;TR-FR-EN;spelling book;S;
abeille à miel;S;TR-FR-EN;honey bee;S;
abeille maçonne;S;TR-FR-EN;mason bee;S;
abeiller;J;TR-FR-EN;relating to bess;J;
abeille;S;TR-FR-EN;bee;S;
abeille tapissière;S;TR-FR-EN;leafcutter bee;S;
abélien;J;TR-FR-EN;abelian;J;
abélien;S;TR-FR-EN;Abelian;S;
abélien;S;TR-FR-EN;Abelite;S;
abélien;S;TR-FR-EN;Abelonian;S;
abélite;S;TR-FR-EN;Abelian;S;
abélite;S;TR-FR-EN;Abelite;S;
abélite;S;TR-FR-EN;Abelonian;S;
abellen;S;TR-FR-EN;Abellen Ayta;S;
abellen;S;TR-FR-EN;Abellen;S;
abéloïte;S;TR-FR-EN;Abelian;S;
abéloïte;S;TR-FR-EN;Abelite;S;
abéloïte;S;TR-FR-EN;Abelonian;S;
abélonien;S;TR-FR-EN;Abelian;S;
abélonien;S;TR-FR-EN;Abelite;S;
abélonien;S;TR-FR-EN;Abelonian;S;
Abel;S;TR-FR-EN;Abel;S;
Abénaquis de l’Est;S;TR-FR-EN;Easstern Abnaki;S;
abénaquis de l’Est;S;TR-FR-EN;Eastern Abenaki;S;
abénaquis de l’Ouest;S;TR-FR-EN;Western Abenaki;S;
Abénaquis de l’Ouest;S;TR-FR-EN;Western Abnaki;S;
Abénaquis;S;TR-FR-EN;Abenaki;S;
abénaquis;S;TR-FR-EN;Abnaki;S;
Abénaquis;S;TR-FR-EN;Abnaki;S;
Aberdeen;S;TR-FR-EN;Aberdeen;S;
Abergavenny;S;TR-FR-EN;Abergavenny;S;
aberrant;J;TR-FR-EN;aberrant;J;
aberration;S;TR-FR-EN;aberrance;S;
aberration;S;TR-FR-EN;aberration;S;
aber;S;TR-FR-EN;aber;S;
abessif;S;TR-FR-EN;abessive case;S;
abessif;S;TR-FR-EN;abessive;S;
abé;S;TR-FR-EN;Abé;S;
abêtir;V;TR-FR-EN;dull;V;
abêtir;V;TR-FR-EN;stultify;V;
abhorrer;V;TR-FR-EN;abhor;V;
abhorrer;V;TR-FR-EN;abominate;V;
abhorrer;V;TR-FR-EN;detest;V;
abhorrer;V;TR-FR-EN;loathe;V;
Abigaïl;S;TR-FR-EN;Abigail;S;
abigaïl;S;TR-FR-EN;abigaïl;S;
abigaïl;S;TR-FR-EN;lady's maid;S;
abigar;S;TR-FR-EN;abigar;S;
abîmer;V;TR-FR-EN;damage;V;
abîmer;V;TR-FR-EN;deteriorate;V;
abîmer;V;TR-FR-EN;ruin;V;
abime;S;TR-FR-EN;abyss;S;
abîme;S;TR-FR-EN;abyss;S;
abime;S;TR-FR-EN;arroyo;S;
abîme;S;TR-FR-EN;arroyo;S;
abime;S;TR-FR-EN;chasm;S;
abîme;S;TR-FR-EN;chasm;S;
abime;S;TR-FR-EN;gulf;S;
abîme;S;TR-FR-EN;gulf;S;
abime;S;TR-FR-EN;ravine;S;
abîme;S;TR-FR-EN;ravine;S;
ab initio;S;TR-FR-EN;ab initio;S;
abiogenèse;S;TR-FR-EN;abiogenesis;S;
abioglyphe;S;TR-FR-EN;abioglyph;S;
abiotique;J;TR-FR-EN;abiotic;J;
abjadique;J;TR-FR-EN;abjadic;J;
abjad;S;TR-FR-EN;abjad;S;
abjectement;D;TR-FR-EN;abjectly;D;
abjectement;D;TR-FR-EN;objectionably;D;
abjection;S;TR-FR-EN;abjection;S;
abjection;S;TR-FR-EN;abjectness;S;
abjection;S;TR-FR-EN;meanness;S;
abjection;S;TR-FR-EN;villainy;S;
abject;J;TR-FR-EN;abject;J;
abjuration;S;TR-FR-EN;abjuration;S;
abjuration;S;TR-FR-EN;denial;S;
abjuration;S;TR-FR-EN;disavowal;S;
abjuration;S;TR-FR-EN;recantation;S;
abjuration;S;TR-FR-EN;refusal;S;
abjuration;S;TR-FR-EN;renunciation;S;
abjurer;V;TR-FR-EN;abjure;V;
abjurer;V;TR-FR-EN;abnegate;V;
abjurer;V;TR-FR-EN;deny;V;
abjurer;V;TR-FR-EN;disavow;V;
abjurer;V;TR-FR-EN;forswear;V;
abjurer;V;TR-FR-EN;recant;V;
abjurer;V;TR-FR-EN;refuse;V;
abjurer;V;TR-FR-EN;renounce;V;
abjurer;V;TR-FR-EN;swear off;V;
abkhasien;S;TR-FR-EN;Abkhazian;S;
abkhaze;S;TR-FR-EN;Abkhaz;S;
ablaquéation;S;TR-FR-EN;ablaqueation;S;
ablatif;J;TR-FR-EN;ablative;J;
ablatif;S;TR-FR-EN;ablative case;S;
ablation;S;TR-FR-EN;ablation;S;
ablépharie;S;TR-FR-EN;ablepharon;S;
able;S;TR-FR-EN;belica;S;
able;S;TR-FR-EN;foy;S;
able;S;TR-FR-EN;sunbleak;S;
able;S;TR-FR-EN;white aspe;S;
ablette commune;S;TR-FR-EN;common bleak;S;
ablette de rivière;S;TR-FR-EN;spirlin;S;
ablution;S;TR-FR-EN;ablution;S;
ablutophobie;S;TR-FR-EN;ablutophobia;S;
abnégation;S;TR-FR-EN;abjuration;S;
abnégation;S;TR-FR-EN;abnegation;S;
abnégation;S;TR-FR-EN;denial;S;
abnégation;S;TR-FR-EN;disavowal;S;
abnégation;S;TR-FR-EN;recantation;S;
abnégation;S;TR-FR-EN;refusal;S;
aboiement;S;TR-FR-EN;barking;S;
aboiement;S;TR-FR-EN;bark;S;
aboi;S;TR-FR-EN;bark;S;
abolir;V;TR-FR-EN;abolish;V;
abolissement;S;TR-FR-EN;abolishment;S;
abolissement;S;TR-FR-EN;abolition;S;
abolitionnisme;S;TR-FR-EN;abolitionism;S;
abolitionniste;S;TR-FR-EN;abolitionist;S;
abolition;S;TR-FR-EN;abolition;S;
abolition;S;TR-FR-EN;abrogation;S;
abominable homme des neiges;S;TR-FR-EN;abominable snowman;S;
abominable homme des neiges;S;TR-FR-EN;yeti;S;
abominable;J;TR-FR-EN;abhorrent;J;
abominable;J;TR-FR-EN;abominable;J;
abominable;J;TR-FR-EN;accursed;J;
abominable;J;TR-FR-EN;atrocious;J;
abominable;J;TR-FR-EN;awful;J;
abominable;J;TR-FR-EN;detestable;J;
abominable;J;TR-FR-EN;ghastly;J;
abominable;J;TR-FR-EN;gruesome;J;
abominable;J;TR-FR-EN;hideous;J;
abominable;J;TR-FR-EN;horrible;J;
abominable;J;TR-FR-EN;loathsome;J;
abominable;J;TR-FR-EN;nasty;J;
abominable;J;TR-FR-EN;vile;J;
abominablement;D;TR-FR-EN;abominably;D;
abomination;S;TR-FR-EN;abhorrence;S;
abomination;S;TR-FR-EN;abomination;S;
abomination;S;TR-FR-EN;atrocity;S;
abomination;S;TR-FR-EN;horror;S;
abomination;S;TR-FR-EN;loathing;S;
abominer;V;TR-FR-EN;abhor;V;
abominer;V;TR-FR-EN;abominate;V;
abominer;V;TR-FR-EN;detest;V;
abominer;V;TR-FR-EN;loathe;V;
abondamment;D;TR-FR-EN;abundantly;D;
abondamment;D;TR-FR-EN;amply;D;
abondamment;D;TR-FR-EN;aplenty;D;
abondamment;D;TR-FR-EN;copiously;D;
abondamment;D;TR-FR-EN;in detail;D;
abondamment;D;TR-FR-EN;plentifully;D;
abondamment;D;TR-FR-EN;richtly;D;
abondance;S;TR-FR-EN;abondance;S;
abondance;S;TR-FR-EN;abundance;S;
abondance;S;TR-FR-EN;affluence;S;
abondance;S;TR-FR-EN;plenty;S;
abondance;S;TR-FR-EN;richness;S;
abondance;S;TR-FR-EN;wealth;S;
abondant;J;TR-FR-EN;abundant;J;
abondant;J;TR-FR-EN;affluent;J;
abondant;J;TR-FR-EN;ample;J;
abondant;J;TR-FR-EN;aplenty;J;
abondant;J;TR-FR-EN;copious;J;
abondant;J;TR-FR-EN;plentiful;J;
abondant;J;TR-FR-EN;profuse;J;
abondant;J;TR-FR-EN;rich;J;
abonder;V;TR-FR-EN;abound;V;
abonné itinérant;S;TR-FR-EN;roaming subscriber;S;
abonnement;S;TR-FR-EN;subscription;S;
abonner;V;TR-FR-EN;subscribe;V;
abonné;S;TR-FR-EN;subscriber;S;
aboral;J;TR-FR-EN;aboral;J;
abordable;J;TR-FR-EN;accessible;J;
abordable;J;TR-FR-EN;approachable;J;
abordable;J;TR-FR-EN;communicative;J;
abordable;J;TR-FR-EN;get-at-able;J;
abordable;J;TR-FR-EN;moderate;J;
abordable;J;TR-FR-EN;reasonable;J;
abordable;J;TR-FR-EN;receptive;J;
aborder;V;TR-FR-EN;approach;V;
aborder;V;TR-FR-EN;board;V;
aborder;V;TR-FR-EN;bring up;V;
aborder;V;TR-FR-EN;land;V;
aborder;V;TR-FR-EN;on board;V;
aborder;V;TR-FR-EN;take;V;
à bord;J;TR-FR-EN;ex ship;J;
abord;S;TR-FR-EN;acceptance;S;
abord;S;TR-FR-EN;accession;S;
abord;S;TR-FR-EN;access;S;
abord;S;TR-FR-EN;acquaintance;S;
abord;S;TR-FR-EN;admission;S;
abord;S;TR-FR-EN;admittance;S;
abord;S;TR-FR-EN;approach;S;
abord;S;TR-FR-EN;connection;S;
abord;S;TR-FR-EN;encounter;S;
abord;S;TR-FR-EN;entrance;S;
abord;S;TR-FR-EN;entry;S;
abord;S;TR-FR-EN;familiarity;S;
abord;S;TR-FR-EN;interrelation;S;
abord;S;TR-FR-EN;landing;S;
abord;S;TR-FR-EN;meeting;S;
abord;S;TR-FR-EN;reception;S;
abord;S;TR-FR-EN;relation;S;
abord;S;TR-FR-EN;relationship;S;
abord;S;TR-FR-EN;understanding;S;
aborigène;J;TR-FR-EN;aboriginal;J;
aborigène;J;TR-FR-EN;domestic;J;
aborigène;J;TR-FR-EN;indigenous;J;
aborigène;J;TR-FR-EN;internal;J;
aborigène;J;TR-FR-EN;native;J;
aborigène;S;TR-FR-EN;aborigine;S;
aboriginalité;S;TR-FR-EN;aboriginality;S;
abortif;J;TR-FR-EN;abortive;J;
abot;S;TR-FR-EN;hobble;S;
abot;S;TR-FR-EN;hopple;S;
aboucher;V;TR-FR-EN;assemble;V;
aboucher;V;TR-FR-EN;connect up;V;
aboucher;V;TR-FR-EN;connect;V;
aboucher;V;TR-FR-EN;plug in;V;
aboulie;S;TR-FR-EN;aboulia;S;
aboulie;S;TR-FR-EN;abulia;S;
aboung;S;TR-FR-EN;Abung;S;
abouré;S;TR-FR-EN;Abure;S;
à bout de forces;J;TR-FR-EN;exhausted;J;
à bout de patience;J;TR-FR-EN;at the end of one’s patience;J;
à bout de patience;J;TR-FR-EN;the end of one's rope;J;
abouté;J;TR-FR-EN;abutting;J;
abouter;V;TR-FR-EN;butt;V;
aboutir;V;TR-FR-EN;accomplish;V;
aboutir;V;TR-FR-EN;achieve;V;
aboutir;V;TR-FR-EN;adjoin;V;
aboutir;V;TR-FR-EN;alight;V;
aboutir;V;TR-FR-EN;amount;V;
aboutir;V;TR-FR-EN;arrive at;V;
aboutir;V;TR-FR-EN;attain;V;
aboutir;V;TR-FR-EN;bring;V;
aboutir;V;TR-FR-EN;channel;V;
aboutir;V;TR-FR-EN;conduct;V;
aboutir;V;TR-FR-EN;drive;V;
aboutir;V;TR-FR-EN;emerge;V;
aboutir;V;TR-FR-EN;exit;V;
aboutir;V;TR-FR-EN;get;V;
aboutir;V;TR-FR-EN;go out;V;
aboutir;V;TR-FR-EN;guide;V;
aboutir;V;TR-FR-EN;lead;V;
aboutir;V;TR-FR-EN;leave;V;
aboutir;V;TR-FR-EN;quit;V;
aboutir;V;TR-FR-EN;reach;V;
aboutir;V;TR-FR-EN;result;V;
aboutir;V;TR-FR-EN;wage;V;
aboutissement;S;TR-FR-EN;achievement;S;
aboutissement;S;TR-FR-EN;aftermath;S;
aboutissement;S;TR-FR-EN;consequence;S;
aboutissement;S;TR-FR-EN;consistency;S;
aboutissement;S;TR-FR-EN;corollary;S;
aboutissement;S;TR-FR-EN;effect;S;
aboutissement;S;TR-FR-EN;end result;S;
aboutissement;S;TR-FR-EN;outcome;S;
aboutissement;S;TR-FR-EN;sequel;S;
aboutissement;S;TR-FR-EN;success;S;
à bout portant;D;TR-FR-EN;at point-blank range;D;
about;S;TR-FR-EN;butt;S;
about;S;TR-FR-EN;cotter-pin;S;
about;S;TR-FR-EN;peg;S;
aboyer;V;TR-FR-EN;bark;V;
aboyer;V;TR-FR-EN;hound;V;
aboyeur;S;TR-FR-EN;barker;S;
aboyeur;S;TR-FR-EN;usher;S;
abracadabrant;J;TR-FR-EN;far-fetched;J;
abracadabrant;J;TR-FR-EN;outlandish;J;
abracadabra;S;TR-FR-EN;abracadabra;S;
abrahamique;J;TR-FR-EN;Abrahamitic;J;
